,City,Year,Month,Temperature,Energy,MonthNo,LogEnergy
817,"Portland, Oregon",1,Feb,11,3,2,1.3862943611198906
818,"Portland, Oregon",1,Mar,14,7,3,2.0794415416798357
819,"Portland, Oregon",1,Apr,16,7,4,2.0794415416798357
820,"Portland, Oregon",1,May,20,2,5,1.0986122886681098
821,"Portland, Oregon",1,Jun,23,1,6,0.6931471805599453
822,"Portland, Oregon",1,Jul,27,1,7,0.6931471805599453
823,"Portland, Oregon",1,Aug,27,0,8,0.0
824,"Portland, Oregon",1,Sep,24,1,9,0.6931471805599453
825,"Portland, Oregon",1,Oct,18,2,10,1.0986122886681098
826,"Portland, Oregon",1,Nov,11,8,11,2.1972245773362196
827,"Portland, Oregon",1,Dec,7,9,12,2.302585092994046
828,"Portland, Oregon",2,Jan,2,26,1,3.295836866004329
829,"Portland, Oregon",2,Feb,3,11,2,2.4849066497880004
830,"Portland, Oregon",2,Mar,4,17,3,2.8903717578961645
831,"Portland, Oregon",2,Apr,6,16,4,2.833213344056216
832,"Portland, Oregon",2,May,9,4,5,1.6094379124341003
833,"Portland, Oregon",2,Jun,11,6,6,1.9459101490553132
834,"Portland, Oregon",2,Jul,13,9,7,2.302585092994046
835,"Portland, Oregon",2,Aug,14,6,8,1.9459101490553132
836,"Portland, Oregon",2,Sep,11,6,9,1.9459101490553132
837,"Portland, Oregon",2,Oct,8,10,10,2.3978952727983707
838,"Portland, Oregon",2,Nov,5,10,11,2.3978952727983707
839,"Portland, Oregon",2,Dec,2,17,12,2.8903717578961645
840,"Providence, Rhode Island",1,Jan,3,14,1,2.70805020110221
841,"Providence, Rhode Island",1,Feb,5,2,2,1.0986122886681098
842,"Providence, Rhode Island",1,Mar,9,5,3,1.791759469228055
843,"Providence, Rhode Island",1,Apr,15,2,4,1.0986122886681098
844,"Providence, Rhode Island",1,May,20,0,5,0.0
845,"Providence, Rhode Island",1,Jun,25,0,6,0.0
846,"Providence, Rhode Island",1,Jul,28,0,7,0.0
847,"Providence, Rhode Island",1,Aug,27,1,8,0.6931471805599453
848,"Providence, Rhode Island",1,Sep,23,1,9,0.6931471805599453
849,"Providence, Rhode Island",1,Oct,17,0,10,0.0
850,"Providence, Rhode Island",1,Nov,12,3,11,1.3862943611198906
851,"Providence, Rhode Island",1,Dec,6,11,12,2.4849066497880004
852,"Providence, Rhode Island",2,Jan,-6,64,1,4.174387269895637
853,"Providence, Rhode Island",2,Feb,-5,55,2,4.02535169073515
854,"Providence, Rhode Island",2,Mar,-1,25,3,3.258096538021482
855,"Providence, Rhode Island",2,Apr,4,11,4,2.4849066497880004
856,"Providence, Rhode Island",2,May,9,7,5,2.0794415416798357
857,"Providence, Rhode Island",2,Jun,15,2,6,1.0986122886681098
858,"Providence, Rhode Island",2,Jul,18,3,7,1.3862943611198906
859,"Providence, Rhode Island",2,Aug,17,0,8,0.0
860,"Providence, Rhode Island",2,Sep,13,1,9,0.6931471805599453
861,"Providence, Rhode Island",2,Oct,7,3,10,1.3862943611198906
862,"Providence, Rhode Island",2,Nov,2,14,11,2.70805020110221
863,"Providence, Rhode Island",2,Dec,-3,33,12,3.5263605246161616
864,"Raleigh, North Carolina",1,Jan,11,3,1,1.3862943611198906
865,"Raleigh, North Carolina",1,Feb,13,2,2,1.0986122886681098
866,"Raleigh, North Carolina",1,Mar,17,1,3,0.6931471805599453
867,"Raleigh, North Carolina",1,Apr,22,0,4,0.0
868,"Raleigh, North Carolina",1,May,27,0,5,0.0
869,"Raleigh, North Carolina",1,Jun,31,1,6,0.6931471805599453
870,"Raleigh, North Carolina",1,Jul,32,0,7,0.0
871,"Raleigh, North Carolina",1,Aug,31,0,8,0.0
872,"Raleigh, North Carolina",1,Sep,28,0,9,0.0
873,"Raleigh, North Carolina",1,Oct,23,1,10,0.6931471805599453
874,"Raleigh, North Carolina",1,Nov,17,2,11,1.0986122886681098
875,"Raleigh, North Carolina",1,Dec,12,2,12,1.0986122886681098
876,"Raleigh, North Carolina",2,Jan,-1,19,1,2.995732273553991
877,"Raleigh, North Carolina",2,Feb,0,20,2,3.044522437723423
878,"Raleigh, North Carolina",2,Mar,4,13,3,2.6390573296152584
879,"Raleigh, North Carolina",2,Apr,9,4,4,1.6094379124341003
880,"Raleigh, North Carolina",2,May,14,4,5,1.6094379124341003
881,"Raleigh, North Carolina",2,Jun,19,5,6,1.791759469228055
882,"Raleigh, North Carolina",2,Jul,21,3,7,1.3862943611198906
883,"Raleigh, North Carolina",2,Aug,20,1,8,0.6931471805599453
884,"Raleigh, North Carolina",2,Sep,16,1,9,0.6931471805599453
885,"Raleigh, North Carolina",2,Oct,10,2,10,1.0986122886681098
886,"Raleigh, North Carolina",2,Nov,5,8,11,2.1972245773362196
887,"Raleigh, North Carolina",2,Dec,0,10,12,2.3978952727983707
888,"Richmond, Virginia",1,Jan,9,11,1,2.4849066497880004
889,"Richmond, Virginia",1,Feb,11,9,2,2.302585092994046
890,"Richmond, Virginia",1,Mar,16,7,3,2.0794415416798357
891,"Richmond, Virginia",1,Apr,21,7,4,2.0794415416798357
892,"Richmond, Virginia",1,May,26,5,5,1.791759469228055
893,"Richmond, Virginia",1,Jun,30,7,6,2.0794415416798357
894,"Richmond, Virginia",1,Jul,32,4,7,1.6094379124341003
895,"Richmond, Virginia",1,Aug,31,4,8,1.6094379124341003
896,"Richmond, Virginia",1,Sep,27,4,9,1.6094379124341003
897,"Richmond, Virginia",1,Oct,22,3,10,1.3862943611198906
898,"Richmond, Virginia",1,Nov,16,8,11,2.1972245773362196
899,"Richmond, Virginia",1,Dec,10,11,12,2.4849066497880004
900,"Richmond, Virginia",2,Jan,-2,15,1,2.772588722239781
901,"Richmond, Virginia",2,Feb,-1,24,2,3.2188758248682006
902,"Richmond, Virginia",2,Mar,3,16,3,2.833213344056216
903,"Richmond, Virginia",2,Apr,8,16,4,2.833213344056216
904,"Richmond, Virginia",2,May,13,13,5,2.6390573296152584
905,"Richmond, Virginia",2,Jun,18,6,6,1.9459101490553132
906,"Richmond, Virginia",2,Jul,21,7,7,2.0794415416798357
907,"Richmond, Virginia",2,Aug,20,7,8,2.0794415416798357
908,"Richmond, Virginia",2,Sep,16,13,9,2.6390573296152584
909,"Richmond, Virginia",2,Oct,9,12,10,2.5649493574615367
910,"Richmond, Virginia",2,Nov,4,15,11,2.772588722239781
911,"Richmond, Virginia",2,Dec,0,16,12,2.833213344056216
912,"Riverside, California",1,Jan,21,1,1,0.6931471805599453
913,"Riverside, California",1,Feb,21,0,2,0.0
914,"Riverside, California",1,Mar,23,1,3,0.6931471805599453
915,"Riverside, California",1,Apr,25,0,4,0.0
916,"Riverside, California",1,May,28,0,5,0.0
917,"Riverside, California",1,Jun,31,1,6,0.6931471805599453
918,"Riverside, California",1,Jul,35,0,7,0.0
919,"Riverside, California",1,Aug,36,0,8,0.0
920,"Riverside, California",1,Sep,34,1,9,0.6931471805599453
921,"Riverside, California",1,Oct,29,0,10,0.0
922,"Riverside, California",1,Nov,24,1,11,0.6931471805599453
923,"Riverside, California",1,Dec,20,0,12,0.0
924,"Riverside, California",2,Jan,6,12,1,2.5649493574615367
925,"Riverside, California",2,Feb,7,7,2,2.0794415416798357
926,"Riverside, California",2,Mar,8,5,3,1.791759469228055
927,"Riverside, California",2,Apr,10,5,4,1.791759469228055
928,"Riverside, California",2,May,13,7,5,2.0794415416798357
929,"Riverside, California",2,Jun,15,4,6,1.6094379124341003
930,"Riverside, California",2,Jul,18,2,7,1.0986122886681098
931,"Riverside, California",2,Aug,18,0,8,0.0
932,"Riverside, California",2,Sep,16,4,9,1.6094379124341003
933,"Riverside, California",2,Oct,13,2,10,1.0986122886681098
934,"Riverside, California",2,Nov,8,9,11,2.302585092994046
935,"Riverside, California",2,Dec,5,6,12,1.9459101490553132
936,"Rochester, New York",1,Jan,0,34,1,3.5553480614894135
937,"Rochester, New York",1,Feb,1,14,2,2.70805020110221
938,"Rochester, New York",1,Mar,6,18,3,2.9444389791664403
939,"Rochester, New York",1,Apr,13,7,4,2.0794415416798357
940,"Rochester, New York",1,May,20,11,5,2.4849066497880004
941,"Rochester, New York",1,Jun,25,6,6,1.9459101490553132
942,"Rochester, New York",1,Jul,27,1,7,0.6931471805599453
943,"Rochester, New York",1,Aug,26,2,8,1.0986122886681098
944,"Rochester, New York",1,Sep,22,9,9,2.302585092994046
945,"Rochester, New York",1,Oct,15,1,10,0.6931471805599453
946,"Rochester, New York",1,Nov,9,13,11,2.6390573296152584
947,"Rochester, New York",1,Dec,3,19,12,2.995732273553991
948,"Rochester, New York",2,Jan,-8,40,1,3.713572066704308
949,"Rochester, New York",2,Feb,-7,43,2,3.784189633918261
950,"Rochester, New York",2,Mar,-3,39,3,3.6888794541139363
951,"Rochester, New York",2,Apr,3,20,4,3.044522437723423
952,"Rochester, New York",2,May,8,13,5,2.6390573296152584
953,"Rochester, New York",2,Jun,13,18,6,2.9444389791664403
954,"Rochester, New York",2,Jul,16,4,7,1.6094379124341003
955,"Rochester, New York",2,Aug,15,9,8,2.302585092994046
956,"Rochester, New York",2,Sep,11,14,9,2.70805020110221
957,"Rochester, New York",2,Oct,5,11,10,2.4849066497880004
958,"Rochester, New York",2,Nov,1,18,11,2.9444389791664403
959,"Rochester, New York",2,Dec,-5,29,12,3.4011973816621555
960,"Sacramento, California",1,Jan,12,3,1,1.3862943611198906
961,"Sacramento, California",1,Feb,16,2,2,1.0986122886681098
962,"Sacramento, California",1,Mar,18,0,3,0.0
963,"Sacramento, California",1,Apr,22,0,4,0.0
964,"Sacramento, California",1,May,27,0,5,0.0
965,"Sacramento, California",1,Jun,31,1,6,0.6931471805599453
966,"Sacramento, California",1,Jul,33,0,7,0.0
967,"Sacramento, California",1,Aug,33,0,8,0.0
968,"Sacramento, California",1,Sep,31,0,9,0.0
969,"Sacramento, California",1,Oct,25,0,10,0.0
970,"Sacramento, California",1,Nov,18,3,11,1.3862943611198906
971,"Sacramento, California",1,Dec,12,5,12,1.791759469228055
972,"Sacramento, California",2,Jan,4,15,1,2.772588722239781
973,"Sacramento, California",2,Feb,5,7,2,2.0794415416798357
974,"Sacramento, California",2,Mar,7,3,3,1.3862943611198906
975,"Sacramento, California",2,Apr,8,6,4,1.9459101490553132
976,"Sacramento, California",2,May,11,2,5,1.0986122886681098
977,"Sacramento, California",2,Jun,13,5,6,1.791759469228055
978,"Sacramento, California",2,Jul,15,2,7,1.0986122886681098
979,"Sacramento, California",2,Aug,14,2,8,1.0986122886681098
980,"Sacramento, California",2,Sep,13,3,9,1.3862943611198906
981,"Sacramento, California",2,Oct,10,6,10,1.9459101490553132
982,"Sacramento, California",2,Nov,6,6,11,1.9459101490553132
983,"Sacramento, California",2,Dec,4,11,12,2.4849066497880004
984,"Salt Lake City, Utah",1,Jan,3,25,1,3.258096538021482
985,"Salt Lake City, Utah",1,Feb,6,10,2,2.3978952727983707
986,"Salt Lake City, Utah",1,Mar,12,4,3,1.6094379124341003
987,"Salt Lake City, Utah",1,Apr,16,5,4,1.791759469228055
988,"Salt Lake City, Utah",1,May,22,1,5,0.6931471805599453
989,"Salt Lake City, Utah",1,Jun,28,2,6,1.0986122886681098
990,"Salt Lake City, Utah",1,Jul,34,1,7,0.6931471805599453
991,"Salt Lake City, Utah",1,Aug,33,2,8,1.0986122886681098
992,"Salt Lake City, Utah",1,Sep,26,2,9,1.0986122886681098
993,"Salt Lake City, Utah",1,Oct,18,2,10,1.0986122886681098
994,"Salt Lake City, Utah",1,Nov,10,11,11,2.4849066497880004
995,"Salt Lake City, Utah",1,Dec,3,16,12,2.833213344056216
996,"Salt Lake City, Utah",2,Jan,-6,39,1,3.6888794541139363
997,"Salt Lake City, Utah",2,Feb,-4,32,2,3.4965075614664802
998,"Salt Lake City, Utah",2,Mar,1,13,3,2.6390573296152584
999,"Salt Lake City, Utah",2,Apr,4,15,4,2.772588722239781
1000,"Salt Lake City, Utah",2,May,9,11,5,2.4849066497880004
1001,"Salt Lake City, Utah",2,Jun,14,4,6,1.6094379124341003
1002,"Salt Lake City, Utah",2,Jul,18,6,7,1.9459101490553132
1003,"Salt Lake City, Utah",2,Aug,17,4,8,1.6094379124341003
1004,"Salt Lake City, Utah",2,Sep,12,7,9,2.0794415416798357
1005,"Salt Lake City, Utah",2,Oct,5,11,10,2.4849066497880004
1006,"Salt Lake City, Utah",2,Nov,-1,32,11,3.4965075614664802
1007,"Salt Lake City, Utah",2,Dec,-5,51,12,3.9512437185814275
1008,"San Antonio, Texas",1,Jan,17,6,1,1.9459101490553132
1009,"San Antonio, Texas",1,Feb,19,6,2,1.9459101490553132
1010,"San Antonio, Texas",1,Mar,23,1,3,0.6931471805599453
1011,"San Antonio, Texas",1,Apr,27,0,4,0.0
1012,"San Antonio, Texas",1,May,31,1,5,0.6931471805599453
1013,"San Antonio, Texas",1,Jun,34,1,6,0.6931471805599453
1014,"San Antonio, Texas",1,Jul,35,0,7,0.0
1015,"San Antonio, Texas",1,Aug,36,1,8,0.6931471805599453
1016,"San Antonio, Texas",1,Sep,32,0,9,0.0
1017,"San Antonio, Texas",1,Oct,28,1,10,0.6931471805599453
1018,"San Antonio, Texas",1,Nov,22,4,11,1.6094379124341003
1019,"San Antonio, Texas",1,Dec,18,1,12,0.6931471805599453
1020,"San Antonio, Texas",2,Jan,5,15,1,2.772588722239781
1021,"San Antonio, Texas",2,Feb,7,13,2,2.6390573296152584
1022,"San Antonio, Texas",2,Mar,10,11,3,2.4849066497880004
1023,"San Antonio, Texas",2,Apr,15,4,4,1.6094379124341003
1024,"San Antonio, Texas",2,May,19,2,5,1.0986122886681098
1025,"San Antonio, Texas",2,Jun,23,3,6,1.3862943611198906
1026,"San Antonio, Texas",2,Jul,24,1,7,0.6931471805599453
1027,"San Antonio, Texas",2,Aug,24,2,8,1.0986122886681098
1028,"San Antonio, Texas",2,Sep,21,2,9,1.0986122886681098
1029,"San Antonio, Texas",2,Oct,16,1,10,0.6931471805599453
1030,"San Antonio, Texas",2,Nov,10,7,11,2.0794415416798357
1031,"San Antonio, Texas",2,Dec,5,12,12,2.5649493574615367
1032,"San Diego, California",1,Jan,18,7,1,2.0794415416798357
1033,"San Diego, California",1,Feb,18,4,2,1.6094379124341003
1034,"San Diego, California",1,Mar,19,4,3,1.6094379124341003
1035,"San Diego, California",1,Apr,20,3,4,1.3862943611198906
1036,"San Diego, California",1,May,20,4,5,1.6094379124341003
1037,"San Diego, California",1,Jun,22,0,6,0.0
1038,"San Diego, California",1,Jul,24,3,7,1.3862943611198906
1039,"San Diego, California",1,Aug,25,2,8,1.0986122886681098
1040,"San Diego, California",1,Sep,24,0,9,0.0
1041,"San Diego, California",1,Oct,23,3,10,1.3862943611198906
1042,"San Diego, California",1,Nov,21,1,11,0.6931471805599453
1043,"San Diego, California",1,Dec,18,4,12,1.6094379124341003
1044,"San Diego, California",2,Jan,9,17,1,2.8903717578961645
1045,"San Diego, California",2,Feb,10,5,2,1.791759469228055
1046,"San Diego, California",2,Mar,12,5,3,1.791759469228055
1047,"San Diego, California",2,Apr,13,7,4,2.0794415416798357
1048,"San Diego, California",2,May,15,6,5,1.9459101490553132
1049,"San Diego, California",2,Jun,17,8,6,2.1972245773362196
1050,"San Diego, California",2,Jul,19,3,7,1.3862943611198906
1051,"San Diego, California",2,Aug,19,3,8,1.3862943611198906
1052,"San Diego, California",2,Sep,18,4,9,1.6094379124341003
1053,"San Diego, California",2,Oct,16,5,10,1.791759469228055
1054,"San Diego, California",2,Nov,12,10,11,2.3978952727983707
1055,"San Diego, California",2,Dec,9,7,12,2.0794415416798357
1056,"San Francisco, California",1,Jan,14,6,1,1.9459101490553132
1057,"San Francisco, California",1,Feb,16,4,2,1.6094379124341003
1058,"San Francisco, California",1,Mar,17,4,3,1.6094379124341003
1059,"San Francisco, California",1,Apr,17,3,4,1.3862943611198906
1060,"San Francisco, California",1,May,18,3,5,1.3862943611198906
1061,"San Francisco, California",1,Jun,19,1,6,0.6931471805599453
1062,"San Francisco, California",1,Jul,19,11,7,2.4849066497880004
1063,"San Francisco, California",1,Aug,20,0,8,0.0
1064,"San Francisco, California",1,Sep,21,6,9,1.9459101490553132
1065,"San Francisco, California",1,Oct,21,3,10,1.3862943611198906
1066,"San Francisco, California",1,Nov,17,4,11,1.6094379124341003
1067,"San Francisco, California",1,Dec,14,6,12,1.9459101490553132
1068,"San Francisco, California",2,Jan,8,10,1,2.3978952727983707
1069,"San Francisco, California",2,Feb,9,12,2,2.5649493574615367
1070,"San Francisco, California",2,Mar,9,13,3,2.6390573296152584
1071,"San Francisco, California",2,Apr,10,10,4,2.3978952727983707
1072,"San Francisco, California",2,May,11,11,5,2.4849066497880004
1073,"San Francisco, California",2,Jun,12,5,6,1.791759469228055
1074,"San Francisco, California",2,Jul,12,10,7,2.3978952727983707
1075,"San Francisco, California",2,Aug,13,7,8,2.0794415416798357
1076,"San Francisco, California",2,Sep,13,8,9,2.1972245773362196
1077,"San Francisco, California",2,Oct,12,11,10,2.4849066497880004
1078,"San Francisco, California",2,Nov,10,7,11,2.0794415416798357
1079,"San Francisco, California",2,Dec,8,10,12,2.3978952727983707
1080,"San Jose, California",1,Jan,15,8,1,2.1972245773362196
1081,"San Jose, California",1,Feb,17,4,2,1.6094379124341003
1082,"San Jose, California",1,Mar,19,6,3,1.9459101490553132
1083,"San Jose, California",1,Apr,21,3,4,1.3862943611198906
1084,"San Jose, California",1,May,24,3,5,1.3862943611198906
1085,"San Jose, California",1,Jun,26,4,6,1.6094379124341003
1086,"San Jose, California",1,Jul,28,2,7,1.0986122886681098
1087,"San Jose, California",1,Aug,28,0,8,0.0
1088,"San Jose, California",1,Sep,27,1,9,0.6931471805599453
1089,"San Jose, California",1,Oct,23,2,10,1.0986122886681098
1090,"San Jose, California",1,Nov,18,2,11,1.0986122886681098
1091,"San Jose, California",1,Dec,14,13,12,2.6390573296152584
1092,"San Jose, California",2,Jan,6,17,1,2.8903717578961645
1093,"San Jose, California",2,Feb,7,15,2,2.772588722239781
1094,"San Jose, California",2,Mar,8,13,3,2.6390573296152584
1095,"San Jose, California",2,Apr,9,12,4,2.5649493574615367
1096,"San Jose, California",2,May,11,11,5,2.4849066497880004
1097,"San Jose, California",2,Jun,13,12,6,2.5649493574615367
1098,"San Jose, California",2,Jul,15,4,7,1.6094379124341003
1099,"San Jose, California",2,Aug,15,10,8,2.3978952727983707
1100,"San Jose, California",2,Sep,14,5,9,1.791759469228055
1101,"San Jose, California",2,Oct,11,10,10,2.3978952727983707
1102,"San Jose, California",2,Nov,8,17,11,2.8903717578961645
1103,"San Jose, California",2,Dec,6,9,12,2.302585092994046
1104,"Seattle, Washington",1,Jan,9,9,1,2.302585092994046
1105,"Seattle, Washington",1,Feb,11,8,2,2.1972245773362196
1106,"Seattle, Washington",1,Mar,13,5,3,1.791759469228055
1107,"Seattle, Washington",1,Apr,16,11,4,2.4849066497880004
1108,"Seattle, Washington",1,May,19,1,5,0.6931471805599453
1109,"Seattle, Washington",1,Jun,22,1,6,0.6931471805599453
1110,"Seattle, Washington",1,Jul,24,2,7,1.0986122886681098
1111,"Seattle, Washington",1,Aug,25,2,8,1.0986122886681098
1112,"Seattle, Washington",1,Sep,22,3,9,1.3862943611198906
1113,"Seattle, Washington",1,Oct,16,1,10,0.6931471805599453
1114,"Seattle, Washington",1,Nov,11,6,11,1.9459101490553132
1115,"Seattle, Washington",1,Dec,8,10,12,2.3978952727983707
1116,"Seattle, Washington",2,Jan,3,9,1,2.302585092994046
1117,"Seattle, Washington",2,Feb,3,17,2,2.8903717578961645
1118,"Seattle, Washington",2,Mar,4,16,3,2.833213344056216
1119,"Seattle, Washington",2,Apr,6,9,4,2.302585092994046
1120,"Seattle, Washington",2,May,9,8,5,2.1972245773362196
1121,"Seattle, Washington",2,Jun,12,5,6,1.791759469228055
1122,"Seattle, Washington",2,Jul,14,6,7,1.9459101490553132
1123,"Seattle, Washington",2,Aug,14,6,8,1.9459101490553132
1124,"Seattle, Washington",2,Sep,12,4,9,1.6094379124341003
1125,"Seattle, Washington",2,Oct,8,9,10,2.302585092994046
1126,"Seattle, Washington",2,Nov,5,19,11,2.995732273553991
1127,"Seattle, Washington",2,Dec,2,14,12,2.70805020110221
1128,"St. Louis, Missouri",1,Jan,4,10,1,2.3978952727983707
1129,"St. Louis, Missouri",1,Feb,7,7,2,2.0794415416798357
1130,"St. Louis, Missouri",1,Mar,13,3,3,1.3862943611198906
1131,"St. Louis, Missouri",1,Apr,20,1,4,0.6931471805599453
1132,"St. Louis, Missouri",1,May,25,0,5,0.0
1133,"St. Louis, Missouri",1,Jun,30,1,6,0.6931471805599453
1134,"St. Louis, Missouri",1,Jul,32,0,7,0.0
1135,"St. Louis, Missouri",1,Aug,31,2,8,1.0986122886681098
1136,"St. Louis, Missouri",1,Sep,27,0,9,0.0
1137,"St. Louis, Missouri",1,Oct,20,0,10,0.0
1138,"St. Louis, Missouri",1,Nov,13,0,11,0.0
1139,"St. Louis, Missouri",1,Dec,6,2,12,1.0986122886681098
1140,"St. Louis, Missouri",2,Jan,-5,46,1,3.8501476017100584
1141,"St. Louis, Missouri",2,Feb,-2,17,2,2.8903717578961645
1142,"St. Louis, Missouri",2,Mar,3,9,3,2.302585092994046
1143,"St. Louis, Missouri",2,Apr,8,2,4,1.0986122886681098
1144,"St. Louis, Missouri",2,May,14,1,5,0.6931471805599453
1145,"St. Louis, Missouri",2,Jun,19,0,6,0.0
1146,"St. Louis, Missouri",2,Jul,22,0,7,0.0
1147,"St. Louis, Missouri",2,Aug,21,0,8,0.0
1148,"St. Louis, Missouri",2,Sep,16,0,9,0.0
1149,"St. Louis, Missouri",2,Oct,9,4,10,1.6094379124341003
1150,"St. Louis, Missouri",2,Nov,3,11,11,2.4849066497880004
1151,"St. Louis, Missouri",2,Dec,-3,19,12,2.995732273553991
1152,"Tampa, Florida",1,Jan,21,3,1,1.3862943611198906
1153,"Tampa, Florida",1,Feb,23,5,2,1.791759469228055
1154,"Tampa, Florida",1,Mar,25,4,3,1.6094379124341003
1155,"Tampa, Florida",1,Apr,27,4,4,1.6094379124341003
1156,"Tampa, Florida",1,May,31,2,5,1.0986122886681098
1157,"Tampa, Florida",1,Jun,32,0,6,0.0
1158,"Tampa, Florida",1,Jul,32,4,7,1.6094379124341003
1159,"Tampa, Florida",1,Aug,32,0,8,0.0
1160,"Tampa, Florida",1,Sep,32,1,9,0.6931471805599453
1161,"Tampa, Florida",1,Oct,29,1,10,0.6931471805599453
1162,"Tampa, Florida",1,Nov,26,2,11,1.0986122886681098
1163,"Tampa, Florida",1,Dec,22,3,12,1.3862943611198906
1164,"Tampa, Florida",2,Jan,11,11,1,2.4849066497880004
1165,"Tampa, Florida",2,Feb,12,11,2,2.4849066497880004
1166,"Tampa, Florida",2,Mar,15,8,3,2.1972245773362196
1167,"Tampa, Florida",2,Apr,17,3,4,1.3862943611198906
1168,"Tampa, Florida",2,May,21,4,5,1.6094379124341003
1169,"Tampa, Florida",2,Jun,24,4,6,1.6094379124341003
1170,"Tampa, Florida",2,Jul,24,1,7,0.6931471805599453
1171,"Tampa, Florida",2,Aug,25,2,8,1.0986122886681098
1172,"Tampa, Florida",2,Sep,24,1,9,0.6931471805599453
1173,"Tampa, Florida",2,Oct,20,1,10,0.6931471805599453
1174,"Tampa, Florida",2,Nov,16,7,11,2.0794415416798357
1175,"Tampa, Florida",2,Dec,12,10,12,2.3978952727983707
1176,"Virginia Beach, Virginia",1,Jan,9,3,1,1.3862943611198906
1177,"Virginia Beach, Virginia",1,Feb,11,4,2,1.6094379124341003
1178,"Virginia Beach, Virginia",1,Mar,15,1,3,0.6931471805599453
1179,"Virginia Beach, Virginia",1,Apr,20,0,4,0.0
1180,"Virginia Beach, Virginia",1,May,24,0,5,0.0
1181,"Virginia Beach, Virginia",1,Jun,29,1,6,0.6931471805599453
1182,"Virginia Beach, Virginia",1,Jul,31,0,7,0.0
1183,"Virginia Beach, Virginia",1,Aug,30,1,8,0.6931471805599453
1184,"Virginia Beach, Virginia",1,Sep,26,0,9,0.0
1185,"Virginia Beach, Virginia",1,Oct,21,2,10,1.0986122886681098
1186,"Virginia Beach, Virginia",1,Nov,16,3,11,1.3862943611198906
1187,"Virginia Beach, Virginia",1,Dec,11,4,12,1.6094379124341003
1188,"Virginia Beach, Virginia",2,Jan,0,29,1,3.4011973816621555
1189,"Virginia Beach, Virginia",2,Feb,1,18,2,2.9444389791664403
1190,"Virginia Beach, Virginia",2,Mar,5,12,3,2.5649493574615367
1191,"Virginia Beach, Virginia",2,Apr,9,6,4,1.9459101490553132
1192,"Virginia Beach, Virginia",2,May,14,4,5,1.6094379124341003
1193,"Virginia Beach, Virginia",2,Jun,20,0,6,0.0
1194,"Virginia Beach, Virginia",2,Jul,22,1,7,0.6931471805599453
1195,"Virginia Beach, Virginia",2,Aug,22,1,8,0.6931471805599453
1196,"Virginia Beach, Virginia",2,Sep,19,1,9,0.6931471805599453
1197,"Virginia Beach, Virginia",2,Oct,12,7,10,2.0794415416798357
1198,"Virginia Beach, Virginia",2,Nov,7,9,11,2.302585092994046
1199,"Virginia Beach, Virginia",2,Dec,2,14,12,2.70805020110221
1200,"Washington, DC",1,Jan,6,15,1,2.772588722239781
1201,"Washington, DC",1,Feb,8,15,2,2.772588722239781
1202,"Washington, DC",1,Mar,13,11,3,2.4849066497880004
1203,"Washington, DC",1,Apr,19,3,4,1.3862943611198906
1204,"Washington, DC",1,May,24,3,5,1.3862943611198906
1205,"Washington, DC",1,Jun,29,3,6,1.3862943611198906
1206,"Washington, DC",1,Jul,31,0,7,0.0
1207,"Washington, DC",1,Aug,30,4,8,1.6094379124341003
1208,"Washington, DC",1,Sep,26,1,9,0.6931471805599453
1209,"Washington, DC",1,Oct,20,2,10,1.0986122886681098
1210,"Washington, DC",1,Nov,14,5,11,1.791759469228055
1211,"Washington, DC",1,Dec,8,10,12,2.3978952727983707
1212,"Washington, DC",2,Jan,-2,23,1,3.1780538303479458
1213,"Washington, DC",2,Feb,-1,29,2,3.4011973816621555
1214,"Washington, DC",2,Mar,3,18,3,2.9444389791664403
1215,"Washington, DC",2,Apr,8,8,4,2.1972245773362196
1216,"Washington, DC",2,May,14,3,5,1.3862943611198906
1217,"Washington, DC",2,Jun,19,4,6,1.6094379124341003
1218,"Washington, DC",2,Jul,22,4,7,1.6094379124341003
1219,"Washington, DC",2,Aug,21,6,8,1.9459101490553132
1220,"Washington, DC",2,Sep,17,8,9,2.1972245773362196
1221,"Washington, DC",2,Oct,10,12,10,2.5649493574615367
1222,"Washington, DC",2,Nov,5,17,11,2.8903717578961645
1223,"Washington, DC",2,Dec,0,29,12,3.4011973816621555
